issue_time_utc,weather_run_time_utc,weather_available_time_utc,target_time_utc,turbine_id,forecast_horizon_h,wind_speed_ms,temperature_c,predicted_normalized_power,model_version,model_sha256,wind_height_m,weather_availability_status,weather_provenance_status
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T13:00:00Z,turbine_1,1,4.63,-0.2,0.07160778440790955,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T13:00:00Z,turbine_2,1,4.63,-0.2,0.06310723807213231,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T14:00:00Z,turbine_1,2,3.87,-0.9,0.036945487018051726,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T14:00:00Z,turbine_2,2,3.87,-0.9,0.030872239521872125,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T15:00:00Z,turbine_1,3,3.01,-1.3,0.007907717608113485,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T15:00:00Z,turbine_2,3,3.01,-1.3,0.00657300055914023,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T16:00:00Z,turbine_1,4,1.8,-1.4,0.00775632000056492,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T16:00:00Z,turbine_2,4,1.8,-1.4,0.008123395516732468,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T17:00:00Z,turbine_1,5,1.3,-1.1,0.007645062399706082,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T17:00:00Z,turbine_2,5,1.3,-1.1,0.00785012346788172,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T18:00:00Z,turbine_1,6,1.44,-0.7,0.006986933041503052,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T18:00:00Z,turbine_2,6,1.44,-0.7,0.008202115629199147,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T19:00:00Z,turbine_1,7,1.42,-0.6,0.006986933041503052,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T19:00:00Z,turbine_2,7,1.42,-0.6,0.00802678161210052,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T20:00:00Z,turbine_1,8,0.79,-0.6,0.007678838975234581,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T20:00:00Z,turbine_2,8,0.79,-0.6,0.009423099105036581,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T21:00:00Z,turbine_1,9,0.1,-0.6,0.007678838975234581,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T21:00:00Z,turbine_2,9,0.1,-0.6,0.009423099105036581,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T22:00:00Z,turbine_1,10,0.3,-0.6,0.007678838975234581,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T22:00:00Z,turbine_2,10,0.3,-0.6,0.009423099105036581,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T23:00:00Z,turbine_1,11,1.05,-0.7,0.007128672596018626,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-01T23:00:00Z,turbine_2,11,1.05,-0.7,0.009119981838055902,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T00:00:00Z,turbine_1,12,1.25,-0.9,0.0073661705915527564,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T00:00:00Z,turbine_2,12,1.25,-0.9,0.008917030355829692,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T01:00:00Z,turbine_1,13,1.11,-1.3,0.008002728883979904,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T01:00:00Z,turbine_2,13,1.11,-1.3,0.008276280003556402,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T02:00:00Z,turbine_1,14,0.68,-1.5,0.008911667817609714,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T02:00:00Z,turbine_2,14,0.68,-1.5,0.008350600353525639,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T03:00:00Z,turbine_1,15,0.74,-1.2,0.008552895263195859,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T03:00:00Z,turbine_2,15,0.74,-1.2,0.009138994395275435,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T04:00:00Z,turbine_1,16,1.41,-0.6,0.006986933041503052,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T04:00:00Z,turbine_2,16,1.41,-0.6,0.00802678161210052,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T05:00:00Z,turbine_1,17,2.87,0.3,0.01013110458732519,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T05:00:00Z,turbine_2,17,2.87,0.3,0.011919236535514577,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T06:00:00Z,turbine_1,18,4.73,1.2,0.082160196704602,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T06:00:00Z,turbine_2,18,4.73,1.2,0.0690523959951661,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
