issue_time_utc,weather_run_time_utc,target_time_utc,turbine_id,forecast_horizon_h,temperature_2m_c,wind_speed_10m_ms,wind_speed_100m_ms,wind_speed_200m_ms,wind_direction_100m_deg,temperature_c,wind_speed_ms,wind_height_m,weather_provenance_status,weather_available_time_utc,weather_availability_status,model_version,model_sha256,predicted_normalized_power
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T19:00:00Z,turbine_1,7,-1.3,0.95,1.55,1.19,272,-1.3,1.55,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.0077004102067777525
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T19:00:00Z,turbine_2,7,-1.3,0.95,1.55,1.19,272,-1.3,1.55,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.007616014069237231
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T20:00:00Z,turbine_1,8,-1.9,1.01,1.74,1.12,282,-1.9,1.74,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.0075854997920988265
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T20:00:00Z,turbine_2,8,-1.9,1.01,1.74,1.12,282,-1.9,1.74,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.006434188530786533
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T21:00:00Z,turbine_1,9,-1.8,0.9,1.66,1.15,265,-1.8,1.66,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.006791280062442617
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T21:00:00Z,turbine_2,9,-1.8,0.9,1.66,1.15,265,-1.8,1.66,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.005808346373305351
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T22:00:00Z,turbine_1,10,-1.4,0.42,0.98,0.69,246,-1.4,0.98,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.008078675093127818
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T22:00:00Z,turbine_2,10,-1.4,0.42,0.98,0.69,246,-1.4,0.98,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.008590305755969307
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T23:00:00Z,turbine_1,11,-0.8,0.07,0.38,0.56,23,-0.8,0.38,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.008033907627623738
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-01-31T23:00:00Z,turbine_2,11,-0.8,0.07,0.38,0.56,23,-0.8,0.38,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.009777406847709558
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T00:00:00Z,turbine_1,12,-1.2,0.7,1.49,1.38,48,-1.2,1.49,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.0077004102067777525
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T00:00:00Z,turbine_2,12,-1.2,0.7,1.49,1.38,48,-1.2,1.49,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.007563703176765024
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T01:00:00Z,turbine_1,13,-1.7,1.05,2.12,2.35,45,-1.7,2.12,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.007597589042682651
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T01:00:00Z,turbine_2,13,-1.7,1.05,2.12,2.35,45,-1.7,2.12,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.005996071325503727
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T02:00:00Z,turbine_1,14,-1.9,1.35,3.33,3.84,47,-1.9,3.33,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.01583532495857748
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T02:00:00Z,turbine_2,14,-1.9,1.35,3.33,3.84,47,-1.9,3.33,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.00856938757717235
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T03:00:00Z,turbine_1,15,-1.1,2.57,5.05,5.6,64,-1.1,5.05,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.0884094313390088
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T03:00:00Z,turbine_2,15,-1.1,2.57,5.05,5.6,64,-1.1,5.05,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.07772487205955714
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T04:00:00Z,turbine_1,16,1.2,3.27,4.83,5.52,64,1.2,4.83,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.08315940835617897
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T04:00:00Z,turbine_2,16,1.2,3.27,4.83,5.52,64,1.2,4.83,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.073296846942635
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T05:00:00Z,turbine_1,17,2.5,3.01,4.53,6.53,56,2.5,4.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.07067781091633407
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T05:00:00Z,turbine_2,17,2.5,3.01,4.53,6.53,56,2.5,4.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.06316771333326565
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T06:00:00Z,turbine_1,18,3.7,3.93,5.32,6.85,49,3.7,5.32,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.13653794516916
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T06:00:00Z,turbine_2,18,3.7,3.93,5.32,6.85,49,3.7,5.32,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.11704624153372145
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T07:00:00Z,turbine_1,19,4.8,4.0,5.29,6.44,50,4.8,5.29,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.1385582925740459
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T07:00:00Z,turbine_2,19,4.8,4.0,5.29,6.44,50,4.8,5.29,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.12192533346625872
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T08:00:00Z,turbine_1,20,5.7,4.0,5.3,6.03,52,5.7,5.3,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.13803126804272492
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T08:00:00Z,turbine_2,20,5.7,4.0,5.3,6.03,52,5.7,5.3,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.12719980902559327
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T09:00:00Z,turbine_1,21,6.4,3.64,4.77,5.43,52,6.4,4.77,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.09894763845339233
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T09:00:00Z,turbine_2,21,6.4,3.64,4.77,5.43,52,6.4,4.77,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.0853720757199391
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T10:00:00Z,turbine_1,22,5.8,3.33,4.71,5.88,49,5.8,4.71,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.09460615806877687
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T10:00:00Z,turbine_2,22,5.8,3.33,4.71,5.88,49,5.8,4.71,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.08148329301536295
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T11:00:00Z,turbine_1,23,3.7,2.72,5.53,5.63,57,3.7,5.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.14382850701866
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T11:00:00Z,turbine_2,23,3.7,2.72,5.53,5.63,57,3.7,5.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.1383321650014593
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T12:00:00Z,turbine_1,24,1.2,2.46,5.93,5.73,65,1.2,5.93,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.18746790120315954
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T12:00:00Z,turbine_2,24,1.2,2.46,5.93,5.73,65,1.2,5.93,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.18361254005657612
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T13:00:00Z,turbine_1,25,0.7,2.41,6.22,7.24,64,0.7,6.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.2341156973688682
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T13:00:00Z,turbine_2,25,0.7,2.41,6.22,7.24,64,0.7,6.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.22145270140576417
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T14:00:00Z,turbine_1,26,0.4,2.33,6.06,7.81,65,0.4,6.06,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.20378690426196056
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T14:00:00Z,turbine_2,26,0.4,2.33,6.06,7.81,65,0.4,6.06,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.19798791903522228
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T15:00:00Z,turbine_1,27,0.1,2.47,6.26,7.97,64,0.1,6.26,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.24474127999583267
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T15:00:00Z,turbine_2,27,0.1,2.47,6.26,7.97,64,0.1,6.26,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.22151733636480442
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T16:00:00Z,turbine_1,28,-0.5,2.45,6.17,8.1,65,-0.5,6.17,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.22727147986773183
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T16:00:00Z,turbine_2,28,-0.5,2.45,6.17,8.1,65,-0.5,6.17,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.2083259586192728
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T17:00:00Z,turbine_1,29,-0.8,2.5,6.22,8.06,63,-0.8,6.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.22469407582834808
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T17:00:00Z,turbine_2,29,-0.8,2.5,6.22,8.06,63,-0.8,6.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.21515058842215007
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T18:00:00Z,turbine_1,30,-1.1,2.35,6.08,8.18,63,-1.1,6.08,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.21094587043465238
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T18:00:00Z,turbine_2,30,-1.1,2.35,6.08,8.18,63,-1.1,6.08,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.19669246779492355
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T19:00:00Z,turbine_1,31,-1.2,2.3,5.97,8.14,64,-1.2,5.97,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.19048661930579205
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T19:00:00Z,turbine_2,31,-1.2,2.3,5.97,8.14,64,-1.2,5.97,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.1741365699103454
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T20:00:00Z,turbine_1,32,-1.4,2.31,5.88,8.03,64,-1.4,5.88,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.17546924152572205
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T20:00:00Z,turbine_2,32,-1.4,2.31,5.88,8.03,64,-1.4,5.88,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.15340300214957922
