issue_time_utc,weather_run_time_utc,turbine_id,period_start_utc,period_end_utc,initial_power,final_power,power_drop,threshold,threshold_status
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_1,2026-01-31T13:00:00Z,2026-01-31T16:00:00Z,0.2875117851100696,0.008799778417902804,0.278712006692166796,0.2,demonstration_not_history_calibrated
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_1,2026-02-02T08:00:00Z,2026-02-02T11:00:00Z,0.7264943409685106,0.06403261860311638,0.66246172236539422,0.2,demonstration_not_history_calibrated
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_1,2026-02-02T09:00:00Z,2026-02-02T12:00:00Z,0.6796075263575745,0.008980726542188344,0.670626799815386156,0.2,demonstration_not_history_calibrated
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_2,2026-01-31T13:00:00Z,2026-01-31T16:00:00Z,0.2666541122919618,0.009309571798983396,0.257344540492978404,0.2,demonstration_not_history_calibrated
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_2,2026-02-02T08:00:00Z,2026-02-02T11:00:00Z,0.6992100975581944,0.0523458928457331,0.6468642047124613,0.2,demonstration_not_history_calibrated
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,turbine_2,2026-02-02T09:00:00Z,2026-02-02T12:00:00Z,0.6603749126503904,0.009028672572134688,0.651346240078255712,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_1,2026-02-02T09:00:00Z,2026-02-02T12:00:00Z,0.6565155822271358,0.3721362575324613,0.2843793246946745,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_1,2026-02-02T10:00:00Z,2026-02-02T13:00:00Z,0.5664091623470127,0.011236577637276035,0.555172584709736665,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_1,2026-02-02T11:00:00Z,2026-02-02T14:00:00Z,0.5656142464652208,0.007768126697162148,0.557846119768058652,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_1,2026-02-02T12:00:00Z,2026-02-02T15:00:00Z,0.3721362575324613,0.009154296846704268,0.362981960685757032,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_2,2026-02-02T09:00:00Z,2026-02-02T12:00:00Z,0.649661713802874,0.3494554151840355,0.3002062986188385,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_2,2026-02-02T10:00:00Z,2026-02-02T13:00:00Z,0.5755005123696857,0.011882189387937614,0.563618322981748086,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_2,2026-02-02T11:00:00Z,2026-02-02T14:00:00Z,0.531064338594655,0.006838143339075786,0.524226195255579214,0.2,demonstration_not_history_calibrated
2026-02-01T12:00:00Z,2026-02-01T00:00:00Z,turbine_2,2026-02-02T12:00:00Z,2026-02-02T15:00:00Z,0.3494554151840355,0.010668225192393133,0.338787189991642367,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-02T22:00:00Z,2026-02-03T01:00:00Z,0.2175583733532479,0.007510408400307478,0.210047964952940422,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-03T13:00:00Z,2026-02-03T16:00:00Z,0.4418288049720033,0.24160161227448748,0.20022719269751582,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-03T14:00:00Z,2026-02-03T17:00:00Z,0.40608496775845593,0.13818901612379259,0.26789595163466334,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-03T15:00:00Z,2026-02-03T18:00:00Z,0.35061065919924045,0.10080127476072381,0.24980938443851664,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-04T03:00:00Z,2026-02-04T06:00:00Z,0.3951881371348461,0.06791425045563432,0.32727388667921178,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_1,2026-02-04T04:00:00Z,2026-02-04T07:00:00Z,0.23857202696291127,0.035334354656948175,0.203237672305963095,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_2,2026-02-03T14:00:00Z,2026-02-03T17:00:00Z,0.37457630264820796,0.12385191335948284,0.25072438928872512,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_2,2026-02-03T15:00:00Z,2026-02-03T18:00:00Z,0.3318709167846353,0.08120735781269578,0.25066355897193952,0.2,demonstration_not_history_calibrated
2026-02-02T12:00:00Z,2026-02-02T00:00:00Z,turbine_2,2026-02-04T03:00:00Z,2026-02-04T06:00:00Z,0.36288393469692365,0.06220230419212175,0.30068163050480190,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_1,2026-02-03T23:00:00Z,2026-02-04T02:00:00Z,0.579026000441563,0.37088797307467847,0.20813802736688453,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_1,2026-02-04T04:00:00Z,2026-02-04T07:00:00Z,0.3947928711458522,0.08076371236313329,0.31402915878271891,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_1,2026-02-04T05:00:00Z,2026-02-04T08:00:00Z,0.37146646178440484,0.07147855394213781,0.29998790784226703,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_1,2026-02-05T08:00:00Z,2026-02-05T11:00:00Z,0.9692812767568456,0.7510113861635326,0.2182698905933130,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_1,2026-02-05T09:00:00Z,2026-02-05T12:00:00Z,0.9519546552607626,0.6256670257702471,0.3262876294905155,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_2,2026-02-04T04:00:00Z,2026-02-04T07:00:00Z,0.36446728622142693,0.07015132551120135,0.29431596071022558,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_2,2026-02-04T05:00:00Z,2026-02-04T08:00:00Z,0.35053915547988357,0.07075459645901772,0.27978455902086585,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_2,2026-02-05T08:00:00Z,2026-02-05T11:00:00Z,0.9652419806941956,0.5984226196056978,0.3668193610884978,0.2,demonstration_not_history_calibrated
2026-02-03T12:00:00Z,2026-02-03T00:00:00Z,turbine_2,2026-02-05T09:00:00Z,2026-02-05T12:00:00Z,0.9430015551642098,0.5962062798529555,0.3467952753112543,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T07:00:00Z,2026-02-05T10:00:00Z,0.9692812767568456,0.5689907117333208,0.4002905650235248,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T08:00:00Z,2026-02-05T11:00:00Z,0.9645474324236737,0.4829494123016474,0.4815980201220263,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T09:00:00Z,2026-02-05T12:00:00Z,0.881247825418159,0.37339761506408475,0.50785021035407425,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T10:00:00Z,2026-02-05T13:00:00Z,0.5689907117333208,0.34683670576965897,0.22215400596366183,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T19:00:00Z,2026-02-05T22:00:00Z,0.3792568781835785,0.12514308410696487,0.25411379407661363,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T20:00:00Z,2026-02-05T23:00:00Z,0.36517509928794173,0.019055735569994847,0.346119363717946883,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_1,2026-02-05T21:00:00Z,2026-02-06T00:00:00Z,0.29525687966002645,0.012195898013800388,0.283060981646226062,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_2,2026-02-05T07:00:00Z,2026-02-05T10:00:00Z,0.9648811439167934,0.5731141816485221,0.3917669622682713,0.2,demonstration_not_history_calibrated
2026-02-04T12:00:00Z,2026-02-04T00:00:00Z,turbine_2,2026-02-05T08:00:00Z,2026-02-05T11:00:00Z,0.9485726724183264,0.4575938964364435,0.4909787759818829,0.2,demonstration_not_history_calibrated
